0,4.00008143245871
1.8,3.99683804227489
3.6,3.98674566419332
5.4,3.96812701008453
7.2,3.93867126384218
9,3.89550023301694
10.8,3.83512171469254
12.6,3.75478131427408
14.4,3.65229893940211
16.2,3.52704560778545
18,3.38041143658038
19.8,3.21542804585017
21.6,3.03652942370124
23.4,2.84914343512587
25.2,2.65844515616096
27,2.46931694725873
28.8,2.28555860150881
30.6,2.11003134662968
32.4,1.94439348890891
34.2,1.78967484795636
36,1.64613629861341
37.8,1.51361395975454
39.6,1.39149691011194
41.4,1.27925445598774
43.2,1.17608521079404
45,1.08118532105882
46.8,0.993740171698024
48.6,0.913009642256059
50.4,0.838327777969151
52.2,0.769001952613814
54,0.704414635378254
55.8,0.644137494808685
57.6,0.587578070098669
59.4,0.534360325009231
61.2,0.484100491005353
63,0.436516564533757
64.8,0.391263693150702
66.6,0.348052914000858
68.4,0.306829724620333
70.2,0.267326047679057
72,0.229532393378725
73.8,0.193470129230934
75.6,0.159171552280418
77.4,0.126935022690703
79.2,9.70808566931561E-02
81,0.069939370845301
82.8,4.63168653982303E-02
84.6,2.68552198234222E-02
86.4,1.21777729678699E-02
88.2,3.09460159062655E-03
